0.182241366,0.228087883,0.224260264,0.265127417
0.632506693,0.909062406,0.984865229,1.233324299
0.782869235,0.026202318,0.407970577,0.257318299
0.809436925,0.288028327,0.064210244,1.167034545
0.084224782,0.287571214,0.152046876,0.430189366
0.995819232,0.742785502,0.463611995,2.013614953
0.16443624,0.555456712,0.686303442,0.45164926
0.894189336,0.245174808,0.390594246,0.899329939
0.744135482,0.167041177,0.338763181,0.54905679
0.068046976,0.381006127,0.964214239,-0.197571593
0.157891308,0.197867328,0.605014089,-0.184349768
0.76198157,0.241707388,0.249010494,0.815020194
0.39000378,0.056387188,0.03301064,0.231866685
0.587658574,0.615514325,0.099748208,1.476623042
0.994712352,0.60892436,0.667338242,1.539963143
0.748549799,0.00346498,0.931267352,-0.364010591
0.545472344,0.850189401,0.705782917,1.292135963
0.240313292,0.350142934,0.459608828,0.298427519
0.508050519,0.65944406,0.399540459,1.17746299
0.113234085,0.437361429,0.844270762,0.043274054
0.127358206,0.9806121,0.37283681,1.604607502
0.265361538,0.734719561,0.936083605,0.603772264
0.428011806,0.362652312,0.081983238,0.826515492
0.547898498,0.847128267,0.167550108,1.82689919
0.483461508,0.850961857,0.925316887,1.010341856
0.642798734,0.068966853,0.963723439,-0.412599519
0.503934969,0.120982138,0.639652777,-0.143738048
0.44340408,0.171667069,0.855381793,-0.315440476
0.821715362,0.593862923,0.011293442,1.851648539
0.134184475,0.736366727,0.456553292,1.034185637
0.255382886,0.892841818,0.211697704,1.63920635
0.308119883,0.103014133,0.886997556,-0.586031427
0.235267541,0.92835476,0.831862995,1.080197342
0.993509675,0.463148616,0.107064912,1.806293794
0.672792392,0.785631878,0.161240039,1.862673319
0.486857734,0.630364174,0.822321857,0.675436945
0.94772633,0.125590889,0.549891412,0.599475563
0.901218438,0.195229915,0.820041733,0.382612771
0.408050298,0.517074108,0.398038359,0.802614902
0.232832469,0.439476931,0.843297846,0.089866975
0.485068956,0.81289683,0.151616427,1.709469125
0.405775401,0.005200259,0.379100297,-0.204046103
0.285183408,0.96401421,0.208015312,1.801342684
0.5414974,0.528430424,0.340994709,1.009085574
0.446723111,0.81606139,0.816752704,1.014931613
0.851215869,0.901979207,0.974590292,1.553936578
0.652160508,0.660710631,0.589271153,1.157463437
0.685639032,0.993090817,0.626685865,1.829596653
0.097743069,0.791457765,0.654699379,0.937769858
0.662566598,0.003437916,0.819147917,-0.373277588
