0.831120161,0.284328351,0.914869516,0.361170747,1.694711677
0.552734257,0.929019206,0.381827187,0.308717366,1.480561605
0.387881182,0.377829951,0.635456326,0.876401736,1.377183822
0.336733978,0.741403859,0.87301145,0.150558089,1.552292283
0.957477527,0.47870061,0.168395991,0.454777341,1.234182559
0.564759517,0.515717012,0.408508212,0.71625467,1.16208527
0.714794931,0.83694071,0.587023812,0.956569859,2.454823691
0.16471182,0.485786082,0.387580366,0.688356396,0.683440854
0.876552067,0.012740962,0.660199197,0.099362501,1.164568263
0.171442546,0.804918051,0.935113826,0.786612914,2.01989834
0.657307861,0.21540601,0.014441563,0.0038904,0.703710622
0.569704748,0.561435609,0.895739286,0.423477896,1.635770609
0.385478739,0.19124168,0.294630437,0.820246138,0.900292985
0.772263412,0.972701537,0.695127063,0.426008822,2.08723449
0.357518441,0.145801979,0.101761944,0.456118105,0.423112645
0.446899836,0.645491785,0.628841584,0.65556164,1.296924262
0.901529016,0.354427524,0.250827618,0.502927136,1.106905049
0.322055624,0.51451902,0.155201823,0.964438148,1.455686056
0.613078748,0.590521489,0.887539129,0.175177726,1.66187347
0.942511816,0.012437466,0.089149704,0.207649714,0.945234236
0.104839642,0.788599768,0.524250252,0.589594399,0.991654043
0.832801196,0.612437253,0.608641205,0.943048359,2.224274143
0.849055185,0.59144773,0.284520148,0.087387983,1.221956315
0.150032518,0.762334076,0.957241018,0.850429262,2.131377162
0.263838612,0.476603526,0.443483513,0.030287058,0.57821366
0.427495981,0.165377379,0.948040679,0.993023886,2.279312915
0.855217357,0.109660833,0.569903238,0.510610215,1.120317932
0.929822866,0.558917287,0.437209887,0.297639493,1.333633214
0.652396979,0.918943844,0.674929081,0.917456225,2.512807248
0.594066288,0.887806925,0.655396542,0.074327688,1.663820009
0.757054645,0.283865983,0.068983697,0.978424922,1.754415454
0.347950912,0.497413795,0.911514592,0.306280853,1.361511297
0.901506143,0.604909974,0.7356791,0.489390782,1.722951061
0.357261781,0.462265932,0.935900701,0.335554205,1.40339447
0.806048417,0.608110125,0.253779019,0.568607515,1.296722942
0.428485917,0.449192865,0.806218359,0.559261644,1.252119757
0.903003425,0.440417697,0.223341031,0.849852156,1.629754862
0.104918808,0.821830876,0.080134533,0.804053559,1.198804383
0.734486602,0.015031647,0.092418809,0.905614288,1.408127014
0.603129267,0.360907556,0.731497914,0.871510867,1.701687793
0.162907414,0.169157701,0.957406506,0.12656597,1.069363211
0.896630843,0.853848848,0.58564838,0.699808215,2.066393715
0.114751703,0.221907254,0.357276007,0.491925088,0.268158739
0.098236044,0.371491482,0.054401669,0.747707859,0.548958927
0.275159851,0.756313441,0.487224646,0.046761538,0.962835867
0.696969972,0.981777946,0.186771041,0.855732448,2.203604223
0.931339115,0.68343041,0.081445511,0.332515683,1.411181488
0.395649422,0.707903002,0.341525935,0.690909772,1.164480705
0.860211436,0.997036861,0.224166464,0.15232178,1.866096768
0.798826968,0.866571465,0.137866412,0.861416884,2.103015469
0.287518651,0.866372858,0.644388519,0.305614982,1.314417911
0.216128623,0.518045782,0.173533645,0.775959189,0.852265494
0.531384477,0.599386652,0.224420879,0.132239003,0.902257533
0.889480715,0.935659466,0.405259681,0.720243953,2.100600306
0.329849788,0.858712753,0.276219414,0.100548617,1.088414351
0.605655323,0.995649494,0.76974392,0.662050705,2.245167553
0.575302578,0.922841833,0.39404799,0.559637748,1.586215701
0.859410006,0.429706526,0.764365043,0.56980252,1.596054775
0.077677814,0.51884431,0.904700488,0.823486898,1.547220383
0.438126061,0.23014323,0.267737837,0.789481615,0.898763845
0.462313917,0.56054988,0.260535517,0.351848873,0.809540765
0.08696263,0.461906244,0.054988295,0.963336061,1.161700655
0.519086957,0.837485024,0.052709142,0.260334747,1.2252079
0.872417619,0.180715919,0.303376893,0.495389894,0.993224556
0.826793522,0.161111697,0.216170927,0.792060051,1.25643161
0.507144643,0.692545091,0.511990585,0.947230912,1.926024772
0.078038566,0.437253992,0.594787774,0.11639997,0.479832749
0.916649999,0.410030451,0.156508959,0.371460503,1.107647947
0.145827696,0.6789126,0.63987234,0.092134728,0.868809237
0.672801828,0.969820309,0.999491092,0.804816916,3.031381813
0.380963113,0.775463892,0.610761899,0.485152704,1.26554045
0.838801735,0.521362998,0.430109061,0.119394838,1.190391831
0.10265565,0.570843413,0.762368096,0.678255644,1.083238352
0.564555819,0.499941398,0.782538766,0.110788263,1.293848727
0.544168746,0.771464991,0.74318161,0.37438522,1.569446262
0.361604923,0.631256353,0.840597125,0.273514889,1.359654995
0.959037884,0.778264846,0.199957736,0.512389721,1.641657929
0.070812657,0.172170198,0.987701916,0.038947531,1.064015151
0.037235621,0.031187045,0.821852068,0.07139713,0.593346675
0.849232121,0.699730529,0.151338876,0.236025578,1.345424507
0.115077886,0.741204166,0.649535663,0.885446389,1.553178377
0.281447112,0.233549855,0.341132765,0.910120907,1.06180493
0.069045374,0.941919737,0.591164524,0.724287203,1.438052396
0.11383973,0.160690986,0.853289722,0.887095203,1.380215686
0.972278546,0.445228416,0.602881456,0.623504228,1.540766241
0.218055181,0.701582674,0.524310348,0.505511207,0.919708546
0.712492648,0.185468932,0.686309959,0.471951309,1.119770256
0.117321709,0.677580681,0.196005473,0.963001906,1.443987528
0.438135981,0.114759965,0.690873699,0.500622694,0.843876246
0.863183432,0.030288556,0.401668545,0.102270065,0.92901447
0.609076949,0.93417078,0.297927707,0.691264567,1.736533802
0.283518486,0.143383795,0.379641709,0.629825537,0.516149521
0.483643446,0.245392779,0.73085004,0.06586251,0.934257421
0.457632449,0.246694839,0.72368856,0.090938899,0.897573069
0.907336379,0.727970445,0.002012581,0.100580326,1.437379697
0.984717519,0.996707084,0.101075395,0.701909168,2.221905253
0.91036639,0.079500637,0.48477138,0.245124747,1.034219955
0.794881957,0.336492945,0.320773803,0.173556324,0.942023069
0.86562986,0.595889339,0.024782809,0.197867707,1.222262036
0.066367517,0.519205928,0.095187541,0.068408743,0.336826675
