0.245903418,0.060468491
0.188598548,0.035569412
0.402656538,0.162132288
0.205660883,0.042296399
0.631149417,0.398349586
0.934692243,0.873649589
0.856598049,0.733760218
0.783806702,0.614352945
0.526433309,0.277132028
0.903429667,0.816185163
0.610669489,0.372917225
0.382300422,0.146153613
0.705586213,0.497851904
0.190415358,0.036258009
0.602376154,0.362857031
0.985836116,0.971872847
0.284518488,0.08095077
0.590671941,0.348893342
0.30135557,0.09081518
0.268574621,0.072132327
0.505029344,0.255054638
0.563807566,0.317878972
0.557685853,0.311013511
0.525643946,0.276301558
0.157944565,0.024946486
0.407090398,0.165722592
0.074443953,0.005541902
0.047469599,0.002253363
0.54617195,0.298303799
0.962787334,0.926959451
